# Model run (UTC): 2025-12-02 06:00
time_utc,s1_h,s1_p,s1_dir,s1_dirMin,s2_h,s2_p,s2_dir,s2_dirMin,s3_h,s3_p,s3_dir,s3_dirMin,s4_h,s4_p,s4_dir,s4_dirMin,s5_h,s5_p,s5_dir,s5_dirMin,s6_h,s6_p,s6_dir,s6_dirMin,s1_impact,s2_impact,s3_impact,s4_impact,s5_impact,s6_impact
2025-12-05T20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,6.0,155.4,136.2,0.8,16.0,298.3,293.7,0.0,0.0,0.0,0.0,0.461,0.464
2025-12-05T21:00:00+00:00,0.0,0.0,0.0,0.0,0.5,7.0,212.2,203.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,6.0,146.3,128.6,0.8,16.0,298.0,293.6,0.0,0.308,0.0,0.0,0.26,0.384
2025-12-05T22:00:00+00:00,0.0,0.0,0.0,0.0,0.7,6.0,205.5,196.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,139.2,122.6,0.7,16.0,297.8,293.4,0.0,0.362,0.0,0.0,0.199,0.39
2025-12-05T23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,6.0,148.4,129.2,0.7,15.0,297.6,293.2,0.0,0.0,0.0,0.0,0.417,0.499
2025-12-06T00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,6.0,149.2,130.4,0.7,15.0,297.4,293.1,0.0,0.0,0.0,0.0,0.405,0.514
2025-12-06T01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,6.0,150.9,132.5,0.7,15.0,297.2,292.9,0.0,0.0,0.0,0.0,0.418,0.5
2025-12-06T02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.0,152.8,134.6,0.7,15.0,297.0,292.7,0.0,0.0,0.0,0.0,0.476,0.448
2025-12-06T03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,154.5,136.5,0.7,15.0,296.8,292.6,0.0,0.0,0.0,0.0,0.501,0.425
2025-12-06T04:00:00+00:00,0.1,7.0,268.8,264.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,6.0,156.4,138.8,0.6,15.0,296.6,292.4,0.061,0.0,0.0,0.0,0.502,0.385
2025-12-06T05:00:00+00:00,0.1,7.0,268.8,264.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,7.0,158.4,141.0,0.6,14.0,296.4,292.3,0.054,0.0,0.0,0.0,0.557,0.341
2025-12-06T06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,7.0,160.7,143.3,0.6,14.0,296.2,292.1,0.0,0.0,0.0,0.0,0.6,0.336
2025-12-06T07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.0,163.4,146.0,0.6,14.0,296.1,292.0,0.0,0.0,0.0,0.0,0.645,0.296
2025-12-06T08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,8.0,165.3,147.6,0.5,14.0,295.9,291.9,0.0,0.0,0.0,0.0,0.664,0.278
2025-12-06T09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.0,165.7,147.4,0.5,14.0,295.8,291.8,0.0,0.0,0.0,0.0,0.689,0.256
2025-12-06T10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,125.4,112.2,2.3,8.0,191.9,182.3,0.0,0.0,0.0,0.0,0.5,14.0,295.7,291.7,0.0,0.0,0.027,0.724,0.0,0.213
2025-12-06T11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.0,162.6,142.6,0.4,14.0,295.6,291.6,0.0,0.0,0.0,0.0,0.733,0.215
2025-12-06T12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,7.0,122.4,108.0,2.3,9.0,194.7,185.6,0.0,0.0,0.0,0.0,0.4,14.0,295.4,291.5,0.0,0.0,0.0,0.775,0.0,0.188
2025-12-06T13:00:00+00:00,0.0,0.0,0.0,0.0,2.1,6.0,110.2,97.3,0.0,0.0,0.0,0.0,2.5,9.0,185.8,174.1,0.0,0.0,0.0,0.0,0.4,13.0,295.3,291.4,0.0,0.0,0.0,0.782,0.0,0.181
2025-12-06T14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,7.0,115.4,101.4,2.3,9.0,190.2,180.4,0.0,0.0,0.0,0.0,0.4,13.0,295.2,291.3,0.0,0.0,0.0,0.785,0.0,0.176
2025-12-06T15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,7.0,114.6,100.6,2.2,9.0,189.3,179.6,0.0,0.0,0.0,0.0,0.3,13.0,295.0,291.2,0.0,0.0,0.0,0.788,0.0,0.172
2025-12-06T16:00:00+00:00,0.0,0.0,0.0,0.0,2.1,7.0,109.4,96.1,0.0,0.0,0.0,0.0,2.2,9.0,185.1,174.4,0.0,0.0,0.0,0.0,0.3,13.0,294.9,291.1,0.0,0.0,0.0,0.787,0.0,0.172
2025-12-06T17:00:00+00:00,0.0,0.0,0.0,0.0,2.1,7.0,107.9,94.6,0.0,0.0,0.0,0.0,2.0,9.0,185.3,175.0,0.0,0.0,0.0,0.0,0.3,13.0,294.8,291.1,0.0,0.0,0.0,0.784,0.0,0.172
2025-12-06T18:00:00+00:00,1.1,9.0,208.3,202.8,2.0,6.0,104.2,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.0,172.5,164.3,0.3,13.0,294.8,291.1,0.446,0.0,0.0,0.0,0.407,0.125
2025-12-06T19:00:00+00:00,0.0,0.0,0.0,0.0,2.0,6.0,101.4,87.5,0.0,0.0,0.0,0.0,1.8,8.0,184.8,174.0,0.0,0.0,0.0,0.0,0.3,13.0,294.7,291.1,0.0,0.0,0.0,0.777,0.0,0.174
2025-12-06T20:00:00+00:00,0.0,0.0,0.0,0.0,2.1,6.0,100.7,85.5,0.0,0.0,0.0,0.0,1.6,8.0,189.3,179.7,0.0,0.0,0.0,0.0,0.3,13.0,294.7,291.1,0.0,0.0,0.0,0.775,0.0,0.173
2025-12-06T21:00:00+00:00,0.0,0.0,0.0,0.0,2.0,6.0,96.4,81.1,0.0,0.0,0.0,0.0,1.5,8.0,190.2,180.4,0.0,0.0,0.0,0.0,0.2,13.0,294.7,291.0,0.0,0.0,0.0,0.776,0.0,0.17
2025-12-06T22:00:00+00:00,0.0,0.0,0.0,0.0,2.0,6.0,93.4,77.6,0.0,0.0,0.0,0.0,1.4,8.0,192.2,182.3,0.0,0.0,0.0,0.0,0.2,13.0,294.6,291.0,0.0,0.0,0.0,0.777,0.0,0.167
